config_id,basin_en,basin_cn,season,block_count,correlation_method,deseason_method,lag_days,observed_correlation,bootstrap_correlation_median,bootstrap_correlation_ci025,bootstrap_correlation_ci975,bootstrap_reps
full2020_month_median_spearman,Changjiang,昌江,Winter,14,spearman,month_median,16,0.06255242567,0.06473763287,-0.08718407899,0.1711669266,2000
full2020_month_median_spearman,Changjiang,昌江,Winter,14,spearman,month_median,17,0.05678611243,0.05853355676,-0.09254519641,0.1717964709,2000
full2020_month_median_spearman,Changjiang,昌江,Winter,14,spearman,month_median,18,0.06025894662,0.060748294,-0.08414553106,0.172047168,2000
full2020_month_median_spearman,Changjiang,昌江,Winter,14,spearman,month_median,19,0.07884602086,0.07834936678,-0.05475508422,0.1800613552,2000
full2020_month_median_spearman,Changjiang,昌江,Winter,14,spearman,month_median,20,0.09151446662,0.08935134113,-0.02712534741,0.1831919402,2000
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,0,0.172736804,0.1718996465,0.1363375187,0.2070221305,2000
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,1,0.3325234305,0.3323428035,0.2990810275,0.3699267805,2000
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,2,0.4158500218,0.4167762399,0.3851687908,0.4502427578,2000
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,3,0.3935874291,0.3949133158,0.366727829,0.4227565229,2000
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,4,0.3375955319,0.3383886814,0.310685724,0.3649588525,2000
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,5,0.2858233757,0.285356164,0.2577775419,0.3148839772,2000
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,6,0.2515858708,0.2508651316,0.227200225,0.2778075933,2000
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,7,0.220610403,0.219766289,0.1949005276,0.246540904,2000
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,8,0.2018963096,0.2008763254,0.1657159925,0.2348102331,2000
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,9,0.1916033376,0.190978542,0.1454272717,0.2325239778,2000
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,10,0.1713371499,0.1709953547,0.1214786991,0.2135500312,2000
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,11,0.1473218239,0.1473226249,0.1060701087,0.1815890819,2000
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,12,0.1278398204,0.1268825829,0.08535642922,0.1620960683,2000
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,13,0.1146542482,0.1134376228,0.07226525992,0.1471633464,2000
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,14,0.1071703928,0.1062664464,0.06812224537,0.1375389546,2000
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,15,0.1001095199,0.09907414019,0.0660738647,0.1276673526,2000
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,16,0.08976253788,0.08840282261,0.05245572701,0.1195102185,2000
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,17,0.08707585464,0.08547741175,0.05066395551,0.117670536,2000
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,18,0.08590860827,0.08465057611,0.04950824752,0.118442595,2000
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,19,0.0709981076,0.06913403422,0.03031985089,0.109785147,2000
full2020_month_median_spearman,Fuhe,抚河,All,15,spearman,month_median,20,0.05555954928,0.05385930836,0.009581704624,0.1039623544,2000
full2020_month_median_spearman,Fuhe,抚河,Autumn,15,spearman,month_median,0,0.2435685831,0.2430432439,0.1454195231,0.3295514286,2000
full2020_month_median_spearman,Fuhe,抚河,Autumn,15,spearman,month_median,1,0.3343131538,0.3344354033,0.2491462827,0.414488703,2000
full2020_month_median_spearman,Fuhe,抚河,Autumn,15,spearman,month_median,2,0.4018287586,0.4034125805,0.3299268782,0.4706724882,2000
full2020_month_median_spearman,Fuhe,抚河,Autumn,15,spearman,month_median,3,0.4154812047,0.41528368,0.3479730785,0.4830177426,2000
full2020_month_median_spearman,Fuhe,抚河,Autumn,15,spearman,month_median,4,0.397386916,0.3950630724,0.3239528835,0.471110791,2000
full2020_month_median_spearman,Fuhe,抚河,Autumn,15,spearman,month_median,5,0.3633613976,0.3606968224,0.2864049971,0.4387798011,2000
full2020_month_median_spearman,Fuhe,抚河,Autumn,15,spearman,month_median,6,0.3272289502,0.3246293664,0.2509883642,0.3989813924,2000
full2020_month_median_spearman,Fuhe,抚河,Autumn,15,spearman,month_median,7,0.2826234555,0.2785969973,0.1977602541,0.3595921397,2000
full2020_month_median_spearman,Fuhe,抚河,Autumn,15,spearman,month_median,8,0.2513828062,0.2479369938,0.1644371599,0.3335481882,2000
full2020_month_median_spearman,Fuhe,抚河,Autumn,15,spearman,month_median,9,0.2206057732,0.2144140303,0.1391264647,0.2964738905,2000
full2020_month_median_spearman,Fuhe,抚河,Autumn,15,spearman,month_median,10,0.198653343,0.1924697906,0.1206050217,0.2644863427,2000
full2020_month_median_spearman,Fuhe,抚河,Autumn,15,spearman,month_median,11,0.2018426955,0.1947543919,0.1214863434,0.2604749799,2000
full2020_month_median_spearman,Fuhe,抚河,Autumn,15,spearman,month_median,12,0.1965834936,0.1889878362,0.1138446108,0.25760746,2000
full2020_month_median_spearman,Fuhe,抚河,Autumn,15,spearman,month_median,13,0.1886163665,0.1818931848,0.1022888124,0.2515055239,2000
full2020_month_median_spearman,Fuhe,抚河,Autumn,15,spearman,month_median,14,0.1676213716,0.1616637409,0.07871352136,0.2354644984,2000
full2020_month_median_spearman,Fuhe,抚河,Autumn,15,spearman,month_median,15,0.1416696164,0.1352940202,0.05018819496,0.2098343372,2000
full2020_month_median_spearman,Fuhe,抚河,Autumn,15,spearman,month_median,16,0.1351056282,0.1287781298,0.05006138608,0.2014393508,2000
full2020_month_median_spearman,Fuhe,抚河,Autumn,15,spearman,month_median,17,0.103416033,0.09672185779,0.007494046818,0.1767155975,2000
full2020_month_median_spearman,Fuhe,抚河,Autumn,15,spearman,month_median,18,0.09523651612,0.08801175654,-0.007101716008,0.1707624644,2000
full2020_month_median_spearman,Fuhe,抚河,Autumn,15,spearman,month_median,19,0.09031300349,0.08343341947,-0.01723829471,0.1701453328,2000
full2020_month_median_spearman,Fuhe,抚河,Autumn,15,spearman,month_median,20,0.08940433491,0.08223879337,-0.01873425767,0.1692048907,2000
full2020_month_median_spearman,Fuhe,抚河,Spring,15,spearman,month_median,0,0.1691675287,0.1654874086,0.1145111099,0.2073326558,2000
full2020_month_median_spearman,Fuhe,抚河,Spring,15,spearman,month_median,1,0.3747299274,0.374432683,0.3331894279,0.4119009972,2000
full2020_month_median_spearman,Fuhe,抚河,Spring,15,spearman,month_median,2,0.4705750858,0.4711920619,0.4318324924,0.5098792911,2000
full2020_month_median_spearman,Fuhe,抚河,Spring,15,spearman,month_median,3,0.4250856965,0.4254047871,0.3877801299,0.4627023041,2000
